model,subject_id,acc,f1,precision,recall
Random Forest,45,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
Random Forest,46,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
Random Forest,47,0.7272727272727273,0.8,0.6666666666666666,1.0
Random Forest,48,1.0,1.0,1.0,1.0
Random Forest,49,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
Random Forest,50,0.6363636363636364,0.75,0.6666666666666666,0.8571428571428571
Random Forest,51,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
Random Forest,52,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
Random Forest,53,0.36363636363636365,0.5333333333333333,0.36363636363636365,1.0
Random Forest,54,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
Random Forest,55,0.8181818181818182,0.9,0.8181818181818182,1.0
Random Forest,56,0.6363636363636364,0.7777777777777778,0.7,0.875
Random Forest,57,0.7272727272727273,0.8,0.6666666666666666,1.0
Random Forest,58,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
Random Forest,59,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
Random Forest,60,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
Random Forest,61,0.9090909090909091,0.9523809523809523,0.9090909090909091,1.0
Random Forest,62,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
Random Forest,63,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
Random Forest,64,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
KNN,22,0.5454545454545454,0.6666666666666666,0.5555555555555556,0.8333333333333334
KNN,23,0.6363636363636364,0.7142857142857143,0.625,0.8333333333333334
KNN,24,0.45454545454545453,0.625,0.5555555555555556,0.7142857142857143
KNN,25,0.6363636363636364,0.75,0.6666666666666666,0.8571428571428571
KNN,26,1.0,1.0,1.0,1.0
KNN,27,0.6363636363636364,0.7777777777777778,0.7,0.875
KNN,28,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
KNN,29,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
KNN,30,0.2727272727272727,0.3333333333333333,0.25,0.5
KNN,31,0.7272727272727273,0.8235294117647058,0.7,1.0
KNN,32,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
KNN,33,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
KNN,34,0.6363636363636364,0.75,0.6,1.0
KNN,35,0.7272727272727273,0.8235294117647058,0.875,0.7777777777777778
KNN,36,0.6363636363636364,0.75,0.75,0.75
KNN,37,0.6,0.75,0.6,1.0
KNN,38,0.7272727272727273,0.8235294117647058,0.7,1.0
KNN,39,0.8181818181818182,0.8888888888888888,0.8888888888888888,0.8888888888888888
KNN,40,0.7272727272727273,0.8421052631578947,1.0,0.7272727272727273
KNN,41,0.8181818181818182,0.8888888888888888,0.8888888888888888,0.8888888888888888
KNN,42,0.45454545454545453,0.625,0.5555555555555556,0.7142857142857143
KNN,43,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
KNN,44,0.7272727272727273,0.8421052631578947,0.8,0.8888888888888888
KNN,45,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.7142857142857143
KNN,46,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
KNN,47,0.7272727272727273,0.8,0.6666666666666666,1.0
KNN,48,0.5,0.6666666666666666,1.0,0.5
KNN,49,0.36363636363636365,0.5333333333333333,0.5,0.5714285714285714
KNN,50,0.7272727272727273,0.8235294117647058,0.7,1.0
KNN,51,0.45454545454545453,0.625,0.5555555555555556,0.7142857142857143
KNN,52,0.5454545454545454,0.6666666666666666,0.625,0.7142857142857143
KNN,53,0.45454545454545453,0.5714285714285714,0.4,1.0
KNN,54,0.7272727272727273,0.8235294117647058,0.7,1.0
KNN,55,0.8181818181818182,0.9,0.8181818181818182,1.0
KNN,56,0.5454545454545454,0.7058823529411765,0.6666666666666666,0.75
KNN,57,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
KNN,58,0.45454545454545453,0.5714285714285714,0.5,0.6666666666666666
KNN,59,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
KNN,60,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
KNN,61,0.8181818181818182,0.9,0.9,0.9
KNN,62,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
KNN,63,0.36363636363636365,0.46153846153846156,0.5,0.42857142857142855
KNN,64,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
XGBoost,22,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,23,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,24,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,25,0.7272727272727273,0.8235294117647058,0.7,1.0
XGBoost,26,0.8181818181818182,0.9,0.8181818181818182,1.0
XGBoost,27,0.7272727272727273,0.8421052631578947,0.7272727272727273,1.0
XGBoost,28,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,29,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,30,0.36363636363636365,0.5333333333333333,0.36363636363636365,1.0
XGBoost,31,0.6363636363636364,0.6666666666666666,0.8,0.5714285714285714
XGBoost,32,0.6363636363636364,0.75,0.6,1.0
XGBoost,33,0.7272727272727273,0.8235294117647058,0.7,1.0
XGBoost,34,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,35,0.8181818181818182,0.9,0.8181818181818182,1.0
XGBoost,36,0.5454545454545454,0.7058823529411765,0.6666666666666666,0.75
XGBoost,37,0.6,0.75,0.6,1.0
XGBoost,38,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,39,0.8181818181818182,0.9,0.8181818181818182,1.0
XGBoost,40,1.0,1.0,1.0,1.0
XGBoost,41,0.8181818181818182,0.9,0.8181818181818182,1.0
XGBoost,42,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,43,0.5454545454545454,0.6666666666666666,0.5555555555555556,0.8333333333333334
XGBoost,44,0.8181818181818182,0.9,0.8181818181818182,1.0
XGBoost,45,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,46,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,47,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,48,1.0,1.0,1.0,1.0
XGBoost,49,0.36363636363636365,0.5333333333333333,0.5,0.5714285714285714
XGBoost,50,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,51,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,52,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
XGBoost,53,0.36363636363636365,0.5333333333333333,0.36363636363636365,1.0
XGBoost,54,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,55,0.8181818181818182,0.9,0.8181818181818182,1.0
XGBoost,56,0.6363636363636364,0.7777777777777778,0.7,0.875
XGBoost,57,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,58,0.45454545454545453,0.625,0.5,0.8333333333333334
XGBoost,59,0.7272727272727273,0.8235294117647058,0.7,1.0
XGBoost,60,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,61,0.9090909090909091,0.9523809523809523,0.9090909090909091,1.0
XGBoost,62,0.7272727272727273,0.8235294117647058,0.7,1.0
XGBoost,63,0.7272727272727273,0.8235294117647058,0.7,1.0
XGBoost,64,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
